task_id,n_shots,cells_changed,cells_usable,cell_change_fraction,pixel_change_fraction,visual_change,peak_shot,verdict,destroyed_decoy_files,agreement,first_shot,last_shot
298,15,41,66,0.6212,0.1608,yes,0006.jpg,TRUE_ENCRYPTION,6,agree,/opt/CAPEv2/storage/analyses/298/shots/0001.jpg,/opt/CAPEv2/storage/analyses/298/shots/0015.jpg
299,24,41,66,0.6212,0.1571,yes,0005.jpg,TRUE_ENCRYPTION,52,agree,/opt/CAPEv2/storage/analyses/299/shots/0001.jpg,/opt/CAPEv2/storage/analyses/299/shots/0024.jpg
300,56,43,66,0.6515,0.1846,yes,0051.jpg,TRUE_ENCRYPTION,82,agree,/opt/CAPEv2/storage/analyses/300/shots/0001.jpg,/opt/CAPEv2/storage/analyses/300/shots/0056.jpg
301,0,,,,,unknown,,FAILED,0,,,
302,0,,,,,unknown,,,,,,
303,12,54,66,0.8182,0.6629,yes,0004.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/303/shots/0001.jpg,/opt/CAPEv2/storage/analyses/303/shots/0012.jpg
304,9,54,66,0.8182,0.6359,yes,0002.jpg,NO_VICTIM_ACTIVITY,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/304/shots/0001.jpg,/opt/CAPEv2/storage/analyses/304/shots/0009.jpg
305,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/305/shots/0001.jpg,
306,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/306/shots/0001.jpg,
307,2,3,66,0.0455,0.0127,no,0002.jpg,FAILED,0,agree,/opt/CAPEv2/storage/analyses/307/shots/0001.jpg,/opt/CAPEv2/storage/analyses/307/shots/0002.jpg
308,7,54,66,0.8182,0.6602,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/308/shots/0001.jpg,/opt/CAPEv2/storage/analyses/308/shots/0007.jpg
309,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/309/shots/0001.jpg,
310,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/310/shots/0001.jpg,
311,2,6,66,0.0909,0.0252,no,0002.jpg,FAILED,0,agree,/opt/CAPEv2/storage/analyses/311/shots/0001.jpg,/opt/CAPEv2/storage/analyses/311/shots/0002.jpg
312,29,58,66,0.8788,0.6812,yes,0009.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/312/shots/0001.jpg,/opt/CAPEv2/storage/analyses/312/shots/0029.jpg
313,5,54,66,0.8182,0.6633,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/313/shots/0001.jpg,/opt/CAPEv2/storage/analyses/313/shots/0005.jpg
314,3,54,66,0.8182,0.6631,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/314/shots/0001.jpg,/opt/CAPEv2/storage/analyses/314/shots/0003.jpg
315,3,7,66,0.1061,0.0475,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/315/shots/0001.jpg,/opt/CAPEv2/storage/analyses/315/shots/0003.jpg
316,3,54,66,0.8182,0.6629,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/316/shots/0001.jpg,/opt/CAPEv2/storage/analyses/316/shots/0003.jpg
317,6,54,66,0.8182,0.6532,yes,0003.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/317/shots/0001.jpg,/opt/CAPEv2/storage/analyses/317/shots/0006.jpg
318,9,54,66,0.8182,0.611,yes,0004.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/318/shots/0001.jpg,/opt/CAPEv2/storage/analyses/318/shots/0009.jpg
319,6,54,66,0.8182,0.6498,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/319/shots/0001.jpg,/opt/CAPEv2/storage/analyses/319/shots/0006.jpg
320,0,,,,,unknown,,FAILED,0,,,
321,0,,,,,unknown,,FAILED,0,,,
322,1,,,,,unknown,,TRUE_ENCRYPTION,0,,/opt/CAPEv2/storage/analyses/322/shots/0001.jpg,
323,9,66,66,1.0,0.9405,yes,0008.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/323/shots/0001.jpg,/opt/CAPEv2/storage/analyses/323/shots/0009.jpg
324,62,45,66,0.6818,0.1826,yes,0044.jpg,TRUE_ENCRYPTION,143,agree,/opt/CAPEv2/storage/analyses/324/shots/0001.jpg,/opt/CAPEv2/storage/analyses/324/shots/0062.jpg
325,3,54,66,0.8182,0.6629,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/325/shots/0001.jpg,/opt/CAPEv2/storage/analyses/325/shots/0003.jpg
326,25,11,66,0.1667,0.0646,yes,0006.jpg,NO_VICTIM_ACTIVITY,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/326/shots/0001.jpg,/opt/CAPEv2/storage/analyses/326/shots/0025.jpg
327,35,9,66,0.1364,0.0529,yes,0029.jpg,TRUE_ENCRYPTION,0,agree,/opt/CAPEv2/storage/analyses/327/shots/0001.jpg,/opt/CAPEv2/storage/analyses/327/shots/0035.jpg
328,0,,,,,unknown,,FAILED,0,,,
329,51,54,66,0.8182,0.6604,yes,0009.jpg,TRUE_ENCRYPTION,0,agree,/opt/CAPEv2/storage/analyses/329/shots/0001.jpg,/opt/CAPEv2/storage/analyses/329/shots/0051.jpg
330,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/330/shots/0001.jpg,
331,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/331/shots/0001.jpg,
332,0,,,,,unknown,,FAILED,0,,,
333,26,31,66,0.4697,0.1004,yes,0026.jpg,TRUE_ENCRYPTION,126,agree,/opt/CAPEv2/storage/analyses/333/shots/0001.jpg,/opt/CAPEv2/storage/analyses/333/shots/0026.jpg
334,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/334/shots/0001.jpg,
335,0,,,,,unknown,,FAILED,0,,,
350,5,7,66,0.1061,0.0473,yes,0004.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/350/shots/0001.jpg,/opt/CAPEv2/storage/analyses/350/shots/0005.jpg
351,0,,,,,unknown,,FAILED,0,,,
352,8,54,66,0.8182,0.6628,yes,0004.jpg,TRUE_ENCRYPTION,0,agree,/opt/CAPEv2/storage/analyses/352/shots/0001.jpg,/opt/CAPEv2/storage/analyses/352/shots/0008.jpg
353,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/353/shots/0001.jpg,
354,119,66,66,1.0,0.8366,yes,0013.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/354/shots/0001.jpg,/opt/CAPEv2/storage/analyses/354/shots/0119.jpg
355,3,54,66,0.8182,0.6634,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/355/shots/0001.jpg,/opt/CAPEv2/storage/analyses/355/shots/0003.jpg
356,3,4,66,0.0606,0.0191,no,0002.jpg,FAILED,0,agree,/opt/CAPEv2/storage/analyses/356/shots/0001.jpg,/opt/CAPEv2/storage/analyses/356/shots/0003.jpg
357,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/357/shots/0001.jpg,
358,28,8,66,0.1212,0.0575,yes,0008.jpg,TRUE_ENCRYPTION,0,agree,/opt/CAPEv2/storage/analyses/358/shots/0001.jpg,/opt/CAPEv2/storage/analyses/358/shots/0028.jpg
359,19,58,66,0.8788,0.6914,yes,0014.jpg,TRUE_ENCRYPTION,131,agree,/opt/CAPEv2/storage/analyses/359/shots/0001.jpg,/opt/CAPEv2/storage/analyses/359/shots/0019.jpg
360,1,,,,,unknown,,FAILED,0,,/opt/CAPEv2/storage/analyses/360/shots/0001.jpg,
361,27,47,66,0.7121,0.227,yes,0024.jpg,TRUE_ENCRYPTION,121,agree,/opt/CAPEv2/storage/analyses/361/shots/0001.jpg,/opt/CAPEv2/storage/analyses/361/shots/0027.jpg
362,0,,,,,unknown,,FAILED,0,,,
363,30,38,66,0.5758,0.1415,yes,0010.jpg,TRUE_ENCRYPTION,102,agree,/opt/CAPEv2/storage/analyses/363/shots/0001.jpg,/opt/CAPEv2/storage/analyses/363/shots/0030.jpg
364,0,,,,,unknown,,,,,,
365,115,66,66,1.0,0.832,yes,0007.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/365/shots/0001.jpg,/opt/CAPEv2/storage/analyses/365/shots/0115.jpg
366,10,54,66,0.8182,0.6629,yes,0002.jpg,FAILED,0,REVIEW: screen changed but verdict says no encryption,/opt/CAPEv2/storage/analyses/366/shots/0001.jpg,/opt/CAPEv2/storage/analyses/366/shots/0010.jpg
